ZIP_CODE,DENSITY,sex_ratio,MEDAGE
23882,15.9,-0.038735786,45.2
23883,35.7,-0.036927273,44.1
23884,0,NA,0
23885,71.7,-0.013863775,44.3
23887,29.5,0.009478744,52.8
23888,29.1,0.299919522,40.4
23889,19.1,-0.033673215,45.1
23890,36,0.495447318,38.5
23891,0,NA,0
23893,22.8,-0.007407441,45.4
23894,25.7,-0.032887867,44
23897,12.6,0.013605652,45.3
23898,40.4,0.006975614,43.3
23899,33.7,0.028303776,48.9
23901,73,-0.038696427,30
23909,0,NA,0
23915,34.4,0.585626837,39.6
23917,33.4,0.30174025,45.8
23919,65,-0.049674642,51.6
23920,34.4,-0.044706585,44.1
23921,20.1,0.01803561,43.4
23922,33.3,0.025855549,43
23923,26.9,0.001574803,41.8
23924,41.9,-0.082203675,44.4
23927,47.3,-0.091691358,51.2
23930,67.3,0.330979604,39.9
23934,32.5,0.314686414,33.9
23936,36.9,0.523522648,40.3
23937,29.1,-0.030670531,42.6
23938,22.3,-0.057158414,43.5
23939,0,NA,0
23942,28.2,0.237584235,41.8
23943,101.3,1.945910149,22.7
23944,31,-0.043995365,43.4
23947,28.1,-0.068255775,44.4
23950,62.8,-0.042439183,43.6
23952,19,-0.080042708,47.3
23954,29.1,-0.033777743,41.6
23955,0,NA,0
23958,37.4,0.096738202,40.5
23959,20.4,-0.057612753,45.2
23960,46.1,-0.114735925,40.6
23962,19.5,-0.002515725,45.2
23963,26.5,-0.023095715,40.7
23964,25.4,-0.040974074,46.2
23966,60.4,-0.119378456,39
23967,25.7,-0.01745245,44.3
23968,38,-0.113231366,48.9
23970,67.2,-0.10148341,42.1
23974,49.1,0.3404192,42.5
23976,24.9,-0.036105005,45.8
24001,0,NA,0
24002,0,NA,0
24003,0,NA,0
24004,0,NA,0
24005,0,NA,0
24006,0,NA,0
24007,0,NA,0
24008,0,NA,0
24009,0,NA,0
24010,0,NA,0
24011,2966.9,0.733714366,32.9
24012,1326.4,-0.089663087,38.9
24013,3891.6,0.054302654,35
24014,553.8,-0.108032185,44.1
24015,3313.2,-0.094158142,38.5
24016,2886.8,0.007574106,35.3
24017,2639.5,-0.137867698,37.5
24018,761.5,-0.109681578,44.3
24019,704.5,-0.132031558,42.2
24020,0,NA,0
24022,0,NA,0
24023,0,NA,0
24024,0,NA,0
24025,0,NA,0
24026,0,NA,0
24027,0,NA,0
24028,0,NA,0
24029,0,NA,0
24030,0,NA,0
24031,0,NA,0
24032,0,NA,0
24033,0,NA,0
24034,0,NA,0
24035,0,NA,0
24036,0,NA,0
24037,0,NA,0
24038,0,NA,0
24040,0,NA,0
24043,0,NA,0
24053,46.2,0.017248272,44.8
24054,62.4,-0.056017027,42.8
24055,152.5,-0.0310647,43.9
24058,0,NA,0
24059,43.2,0.011098893,46.9
24060,421.5,0.156339057,23.6
24061,0,NA,0
24062,0,NA,0
24063,0,NA,0
24064,148.7,-0.024350489,45
24065,68.8,-0.007921516,44.6
24066,32.6,-0.02373628,45.7
24067,48.6,-0.01162284,42.2
24068,0,NA,0
24069,55.1,-0.027195743,43.5
24070,32.1,-0.012248622,46.4
24072,44.4,-0.003412973,41.3
24073,317.4,-0.063899858,37
24076,34.2,-0.044757901,46
24077,447.5,-0.043399316,43.2
24078,771.1,-0.112840073,41.5
24079,43.6,0.009620598,42.6
24082,47.2,-0.076842705,42.4
24083,147,-0.075637414,48.5
24084,108.4,0.022464713,44.3
24085,14.6,0.024118309,46.1
24086,35.2,-0.007380107,43.2
24087,74.3,0.030373036,41.3
24088,52.5,0.024007776,32.2
24089,229.6,-0.11486717,46.2
24090,46.7,0.004349724,45.1
24091,44.7,-0.007886476,44.2
24092,84,-0.047317706,41.5
24093,63.1,-0.180381692,47
24095,165.1,0.006017144,44.1
24101,106,-0.009058945,46.2
24102,50.4,0.02449102,44.1
24104,47.5,-0.017074974,50.9
24105,34.9,0.09265883,41.5
24111,0,NA,0
24112,225.2,-0.122823583,45
24113,2253,-0.287682072,41.7
24114,2580.6,-0.247836164,39.2
24115,2736.7,-0.224312459,38.8
24120,25.8,-0.001122965,49.7
24121,116.3,0.032451225,49.1
24122,67,-0.005254873,45.7
24124,54.4,-0.054192467,42.5
24126,186,0.455949014,39.4
24127,15.6,-0.02144732,44.7
24128,27.5,-0.043278522,45.2
24129,0,NA,0
24131,13.2,-0.008888947,42.1
24132,0,NA,0
24133,59.6,-0.033791389,44.2
24134,65.3,-0.038466281,42.8
24136,37.5,0.024580798,43.3
24137,33.8,0.001368926,48.5
24138,49.2,0.00658981,41.9
24139,36,-0.024014876,49
24141,390.3,-0.07596633,25.1
24142,0,NA,0
24143,129.9,-0.076372979,42.9
24146,92.1,0,41.7
24147,81.7,-0.173895616,45.1
24148,114.4,-0.055612784,45.5
24149,63.6,-0.006487784,42.7
24150,38.5,-0.011148387,43.8
24151,111.7,-0.063486314,41.6
24153,401.2,-0.067540763,42.1
24155,0,NA,0
24161,25.4,0.010416761,48
24162,60.5,0.028259337,41
24165,69,-0.08765633,45.5
24167,18.5,0.014815086,39.8
24168,198.2,-0.126908852,48.6
24171,37.4,-0.054354921,47.6
24174,63.5,0.025801718,45.3
24175,115.6,0.009076476,44
24176,81.7,-0.034168896,51.9
24177,16.2,0,47.4
24179,379.2,-0.084323178,42.5
24184,119.8,-0.0129495,46.3
24185,27.5,-0.013245227,48.3
24201,1469.7,-0.11634859,41.1
24202,98.8,-0.022456145,43.7
24203,674.2,-0.121360857,50
24209,0,NA,0
24210,129.6,-0.037704749,43.2
24211,136.6,-0.040922745,46
24212,0,NA,0
24215,0,NA,0
24216,46,-0.052066554,39
24217,16.4,-0.050643733,44.2
24218,121.5,0.121696935,39
24219,152.4,0.114176829,39.2
24220,35.6,-0.0468313,43.5
24221,20.2,0.010963305,45.2
24224,55.7,-0.020081598,43.4
24225,36.7,-0.023669744,43.3
24226,51.4,-0.043172172,43.9
24228,72.3,-0.018692133,44.5
24230,91,0.063037519,39.6
24236,55.2,-0.068576768,45.6
24237,26.7,0.034752532,43
24239,41.4,-0.054067221,46.7
24243,80.2,0.061154423,40.9
24244,37,0.085946491,43.1
24245,30.9,-0.016349138,42.4
24246,0,NA,0
24248,55.5,-0.094870302,44
24250,20,0.019302752,44.8
24251,70.6,-0.060494068,45.2
24256,57.5,0.015831465,42.8
24258,38.1,-0.006006024,45
24260,75.8,-0.028784882,42.8
24263,66.5,0.015725319,41.9
24265,32.5,0.063335875,42
24266,87,-0.080255768,42.6
24269,32.4,-0.057987258,38.1
24270,28.9,0.04849435,42.5
24271,35.4,-0.029667578,44.2
24272,38.3,0.028911343,40.6
24273,102.1,-0.11711481,40.2
24277,135.5,0.359431067,39.1
24279,70.2,0.243298353,39.1
24280,49.3,0.082537097,42.7
24281,40.6,-0.040057035,42.6
24282,39.5,-0.043991569,41.1
24283,88.1,-0.006216465,42.6
24290,231.8,-0.136293062,46.5
24292,18.2,-0.013363228,47.4
24293,147.9,-0.010561788,37.1
24301,151.1,-0.069177634,43.5
24311,47.8,-0.027044564,42.4
24312,71.1,0.030973851,43.3
24313,65.7,0.147635999,41.4
24314,19.9,0.023271105,45.8
24315,19.8,0.279502068,42.7
24316,16.1,-0.033901552,47.6
24317,93.8,-0.023481381,43.1
24318,14.1,0.035506688,44
24319,89.6,-0.040022868,43.1
24322,35.9,0.007604599,43
24323,50.9,-0.044016885,42.4
24324,68.1,0.018127385,45.2
24325,21.8,0.003960401,48.6
24326,21.6,-0.003816799,49.9
24327,0,NA,0
24328,50.5,-0.017525093,46.1
24330,56.6,-0.056757789,45.3
24333,118.8,-0.069280086,43
24340,91.7,-0.021795735,41.3
24343,66.8,-0.066100886,45.3
24347,26.8,0.066317002,44.2
24348,33.5,-0.039261782,48.1
24350,39.9,0.049302066,44.7
24351,42.6,-0.038839833,46.4
24352,30.6,-0.046347498,48.8
24354,112.6,-0.080042708,43.1
24360,60.5,0.034311485,41.5
24361,81.3,-0.004910303,41.9
24363,23.7,0,48.5
24366,16.6,0.034938051,45.4
24368,49.1,-0.025952633,42.5
24370,49.3,-0.011710848,43.3
24374,36.8,0,42.9
24375,30.4,0.007878488,40.6
24377,15.4,-0.026668247,47.2
24378,16.7,0.010016778,49.3
24380,28.9,0.040485289,44.1
24381,92.2,-0.002849005,44
24382,71.1,-0.10367193,44.2
24401,235.2,-0.145036649,43.2
24402,0,NA,0
24411,7.7,-0.03509132,41.4
24412,16.4,-0.04717856,47.6
24413,4.9,0,53.8
24415,0,NA,0
24416,110.1,-0.111559003,39.9
24421,44.5,0.023756773,44.1
24422,67.8,-0.083204266,46.2
24426,40.7,-0.029815701,44.3
24430,62,0.996592565,39.4
24431,131.4,0.009580912,43.3
24432,5.4,0.048202102,46.3
24433,3.9,0,51.6
24435,60.3,0.011105616,47.1
24437,90.9,-0.002528446,46.1
24438,0,NA,0
24439,16.5,0.026020549,47.2
24440,77.1,0.182321557,42.6
24441,150.2,-0.050731912,38.9
24442,3.8,0.058268908,52.3
24445,19.6,-0.016287005,47.4
24448,115.6,-0.030459207,47.8
24450,70.1,0.068484345,37.4
24457,70.3,-0.036064935,43.4
24458,3.9,0.027549952,51.9
24459,17.3,0.028573372,48.7
24460,6.7,0.028098911,47.2
24463,0,NA,0
24464,10.7,-0.027779564,45.4
24465,7.4,-0.012811563,52
24467,92.1,-0.006094925,43.3
24468,3.7,0,40
24469,0,NA,0
24471,45.8,0.006451635,43.9
24472,37.2,0.013581015,45.4
24473,19,0.020385757,48.1
24474,0,NA,0
24476,43.6,0.064319966,44.2
24477,140,-0.033145666,42.4
24479,35.8,0.00365186,46
24482,256.9,0.203233083,40.8
24483,20.2,-0.019310945,44.6
24484,5.6,0.056954893,48.5
24485,5.6,0.032088315,46
24486,113.3,-0.027795008,37.7
24487,4.7,0.048119248,50
24501,809.1,-0.139015547,30.9
24502,1237.8,-0.113309224,31.7
24503,425.9,-0.12817603,42.5
24504,320.3,0.043942122,38.1
24505,94.1,-0.011428696,42.1
24506,861.7,0.057045947,21.7
24514,0,NA,0
24517,141.7,-0.140175935,44.5
24520,26.9,-0.010058112,44.1
24521,54.7,-0.140807265,40.9
24522,46.8,-0.067108508,42.8
24523,79.3,-0.080798052,44.7
24526,28.7,0.004101168,47.1
24527,91.5,-0.051293294,43
24528,33.3,-0.102458652,44.9
24529,55.7,-0.100511885,48.1
24530,33.4,-0.031109554,44.4
24531,50.4,0.080407206,45.8
24533,0,NA,0
24534,28.3,-0.091901362,45.6
24535,29.2,0,40.7
24536,41.8,-0.040409538,45.9
24538,52.9,0.017590603,41.6
24539,21.6,-0.067441281,46
24540,392.7,-0.14578523,42.4
24541,371.3,-0.131514314,42.3
24543,72.6,0.013129291,46.7
24549,87.3,-0.005049357,42.6
24550,113.4,-0.029661248,41.5
24551,293.1,-0.040507365,41.3
24553,28.9,-0.066857811,42.8
24554,36.7,-0.074297924,42.5
24555,84.4,-0.038485262,44.4
24556,77.3,0.01548498,42.9
24557,47.9,-0.077002504,46.6
24558,60.9,-0.083515136,45.3
24562,24.2,-0.023256862,43.2
24563,80.9,-0.09022077,44.8
24565,17.1,-0.107549353,47.5
24566,50.5,-0.046520016,41.6
24569,24.6,-0.045511646,44.4
24570,97.1,-0.143100844,43
24571,46.8,-0.027764138,45.6
24572,214.3,-0.075706694,41.9
24574,24.5,-0.013753798,43.4
24576,0,NA,0
24577,28.1,-0.047134078,45.3
24578,34.4,0.013158085,49.7
24579,40,-0.040029601,45
24580,28.1,0.004264399,46.3
24581,21.9,-0.125163143,41.7
24586,91.2,-0.059761735,43.1
24588,110.8,0.002646312,40.1
24589,31.4,-0.027545056,43.8
24590,42.4,-0.047597074,41.2
24592,86.9,-0.160768603,43.7
24593,56.5,-0.053281367,41.3
24594,58.6,-0.089185629,41.8
24595,0,NA,0
24597,25.3,-0.089715299,45.8
24598,29.4,0.035200322,46
24599,17,-0.027061922,43.6
24601,62.7,0.042559614,46.3
24602,43.6,-0.006872879,45.1
24603,42.6,-0.040914798,44.1
24604,40.4,-0.057819571,48.4
24605,163.6,-0.042811548,42.6
24606,181.5,0.779959652,38.6
24607,36.6,0.292572058,41.3
24608,12.6,-0.057158414,42.8
24609,54.3,-0.052341595,44.2
24612,1424.3,-0.142589857,39.4
24613,153.6,0.359328425,38
24614,58.8,-0.031822631,42.8
24619,0,NA,0
24620,38.7,-0.005333346,42.5
24622,44.8,0.010050336,42.2
24624,92.6,0.952535744,39.3
24627,0,NA,0
24628,53.6,-0.087011377,41.7
24630,118.6,-0.043815953,43.2
24631,59.2,0.245359498,42.3
24634,32.3,-0.041614881,44.2
24635,0,NA,0
24637,97.3,-0.036190825,43.6
24639,75.9,0.045256592,42.7
24640,0,NA,0
24641,205.9,-0.071383473,42.5
24646,47.3,-0.004811557,45.8
24647,0,NA,0
24649,56.1,-0.061316424,43.9
24651,52.8,-0.091257778,45.5
24656,49.7,-0.010982417,46
24657,18.8,-0.011299555,46.4
24658,0,NA,0
24701,279.6,-0.097643174,42.9
24712,105.5,-0.021888699,40.8
24714,19.8,0,42.8
24715,81.5,0.017621601,46.4
24716,29,0.029037053,40.6
24724,90.1,0,46.3
24726,28.2,0.004535155,39.8
24729,26.7,-0.057158414,40.8
24731,120,-0.043620622,44.4
24732,0,NA,0
24733,80.1,-0.002098637,43
24736,54.1,-0.020000667,45.3
24737,258.7,0.098630603,41.8
24738,315.1,-0.088831214,40.4
24739,123.9,-0.074825437,41.6
24740,308.4,-0.133592997,42.2
24747,70,0.015433806,45.1
24751,0,NA,0
24801,45.1,-0.018889451,44.5
24808,33.6,-0.106294659,45
24811,55.4,0.121771872,42.4
24813,43.8,0.09237332,42.3
24815,32.9,-0.037041272,44.7
24816,51.6,0.006362694,44.1
24817,63.9,0.034968598,41.5
24818,45,0.001192606,42.6
24822,49.3,-0.038256031,42.7
24823,38.1,-0.027080959,41.9
24826,50.3,-0.018282045,38.9
24827,56.6,-0.022796428,39.8
24828,66.5,-0.076961041,47.7
24829,71.1,-0.318453731,48.3
24830,28.5,-0.129811612,48
24831,40.3,-0.116799268,44
24836,32.1,-0.024557851,45.6
24839,38.6,-0.019608471,41.3
24844,31.6,-0.022642477,42.1
24845,23.6,-0.010582109,42.2
24846,25.5,-0.023167059,42.1
24847,0,NA,0
24849,0,NA,0
24850,28,-0.09402895,46.5
24851,67,0.005821222,42.4
24853,51.6,-0.174224347,41.9
24854,21.7,0,39.6
24857,153.8,-0.05017775,45
24860,120,0,42.5
24861,62.8,-0.161039341,45.2
24862,15.7,-0.036367644,41
24866,22.4,-0.022117805,45.2
24867,0,NA,0
24868,42.6,-0.11527901,42.2
24869,27.3,0.013986242,42.5
24870,41.8,-0.012547216,40.5
24871,32.2,-0.103333145,44.8
24872,32.5,0.057158414,41.3
24873,40.2,-0.067139303,46.9
24874,93.9,-0.054705328,46.3
24878,41.7,0.007633625,45.1
24879,56.7,-0.040385536,41.7
24880,149.1,-0.047252885,44.4
24881,106.7,-0.232723188,45.9
24882,115.9,-0.033225648,42.4
24884,22.5,-0.01675081,45.4
24888,44.8,-0.166321215,49.9
24892,64.3,0.13799635,42.3
24894,22.7,-0.018072781,45.5
24895,105.5,0.054658413,43.4
24898,60.1,-0.062520357,46
24901,175.6,-0.092732402,44.6
24910,38.2,-0.029911203,45.1
24915,8.7,0.061875404,48.8
24916,30.9,-0.078390634,47.3
24918,79,-0.012834401,42.9
24920,8.7,0.053540767,46.5
24924,6,0.078664619,45.4
24925,31.7,-0.053917689,43.1
24927,6.1,0.021858794,48.2
24931,36.2,-0.01113184,43.9
24934,6.1,0,52.1
24935,89.9,-1.046591104,41
24938,24.3,-0.032372769,46.4
24941,13,-0.003937013,46.9
24943,19.7,0.086509243,46.7
24944,7.1,0.054982134,47.2
24945,21.4,0.005763705,45.8
24946,15,0.208137911,46.4
24951,26.1,-0.001843318,49.8
24954,17.9,-0.076738667,46
24957,88.6,-0.044171218,43.4
24962,1986.7,-0.251314428,47.5
24963,64.8,-0.042985128,41.5
24966,4.8,0.002055499,47.7
24970,88.9,-0.076751132,43.7
24974,25,0,45.8
24976,25.2,0.001632653,45.3
24977,24.3,-0.034367644,47.1
24981,87,-1.053634293,41.1
24983,28.8,-0.052072501,47.2
24984,5.5,0,48.1
24985,21.6,0.011428696,46.8
24986,22.1,0.009569451,45.3
24991,15.2,-0.018018506,45.8
24993,16.8,0.182321557,40
25002,59.2,-0.034289073,43.5
25003,75.9,0.00313775,43.9
25005,32,-0.011173301,43.2
25007,29.7,0.023256862,42.4
25008,26.3,0.023810649,41.4
25009,50.6,0.005602256,40.9
25011,0,NA,0
25015,136.7,-0.089881996,43.1
25019,26.4,0.017094433,41.3
25021,46.4,0,41.7
25022,19.1,-0.022989518,46.3
25024,49.5,-0.062427399,39.6
25025,15.7,-0.041672696,45.6
25026,53.2,0,43.4
25028,28.4,-0.00826451,42.4
25030,32,-0.055880458,41.3
25031,148.5,-0.082135697,45.4
25033,124.2,-0.009496748,41.8
25035,138.2,-0.03120378,44.4
25036,114.6,1.295208473,43.5
25039,58.3,0.022100347,38.9
25040,0,NA,0
25043,27.3,0.054832479,40
25044,22.2,0.007490672,38.2
25045,51.2,-0.012876606,43.2
25047,39,-0.102278849,45.5
25048,29.8,0.028170877,42.2
25049,53.7,-0.026285862,37.1
25051,68.1,0,41.3
25053,63.7,-0.034970996,42
25054,41.3,0.01676686,43.1
25057,35.5,-0.025576842,45.4
25059,67.7,1.076511942,43.1
25060,33.7,0.020761991,42
25061,0,NA,0
25062,33,0.028170877,42.8
25063,19.5,-0.01242252,45.3
25064,981,-0.133954947,41
25067,104.9,-0.003960401,44.5
25070,0,NA,0
25071,105.2,-0.040291112,43.2
25075,22.1,0.010050336,42.1
25076,17.4,0.011299555,47.4
25079,86.1,0.054067221,47.5
25081,49.1,0.003612286,40.5
25082,39,0.012535777,42.3
25083,21.5,0.02794593,41.5
25085,58.6,-0.026419563,44.4
25086,0,NA,0
25088,19,0,42.1
25090,0,NA,0
25093,20,-0.007017573,41.3
25102,0,NA,0
25103,93.6,-0.041964199,40.3
25106,39.3,-0.09237332,40.4
25107,49.7,-0.04409532,44.7
25108,92,-0.008795131,41.9
25109,218.5,-0.00936775,43.6
25110,0,NA,0
25111,38.5,-0.013680104,38.9
25112,204,-0.012658397,39.8
25113,17.3,-0.010416761,40.9
25114,72.6,-0.006944472,42.3
25115,36.9,-0.048790164,45.8
25118,54.5,-0.039777971,42
25119,36.5,0,44
25121,31.7,-0.009756175,45.6
25123,34,0.06550302,42.6
25124,45,-0.006019582,43.3
25125,24.9,0,41.1
25126,26.4,0.001467352,45.3
25130,89.4,-0.021739987,41.5
25132,58.4,0.025317808,45.4
25133,52,-0.016216572,40.7
25134,0,NA,0
25136,288.2,0.101326274,34.5
25139,54.1,-0.034786116,42.3
25140,31.2,0.03733767,42.8
25141,21.2,-0.071458964,45.6
25142,57.9,0.032088315,41.2
25143,858,-0.088642173,41.4
25148,27.4,-0.005305052,40.5
25149,0,NA,0
25152,0,NA,0
25154,59.6,0,40.5
25156,1158.5,-0.099955097,43
25159,198.8,-0.015888185,42.3
25160,24.3,0,46.4
25161,55,-0.031392712,42.4
25162,194.7,-0.049813706,38.9
25164,40,-0.047278568,41.8
25165,47.6,-0.060127398,40
25168,112.1,-0.006172859,41.8
25169,50.6,0.004056801,40.2
25173,37.4,-0.027028672,45.2
25174,28,0.026811257,42.1
25177,702.1,-0.081954324,42.3
25180,36.3,0.043802623,44.5
25181,43.5,-0.013563067,39.3
25183,0,NA,0
25185,0,NA,0
25186,977.7,-0.184377056,48.6
25187,16.9,-0.014556298,45.6
25193,32.1,-0.010291686,40.1
25201,0,NA,0
25202,148.9,-0.045582878,41.4
25203,124.4,-0.011428696,36.8
25204,18.1,0,43
25205,0,NA,0
25206,60.9,0.100083459,43.6
25208,18.2,0.008006448,42.1
25209,35.3,0.014117882,42.6
25213,161.5,-0.023260782,40.1
25214,36,-0.005649733,43.8
25231,51.8,0,42.9
25234,23.9,-0.011778699,44.4
25235,24,0.051927611,41.9
25239,75.1,0.05737234,43.5
25241,51.4,0.031591966,41.5
25243,19.2,0.053488685,45
25244,19.3,0.058568354,44.4
25245,35.3,-0.007762005,41.1
25247,76.4,0.025376217,41.9
25248,38.9,0.052965536,42.1
25251,23.6,0.043590436,42.7
25252,23.9,0,44.8
25253,60.6,-0.025270413,42.7
25259,19.5,-0.017391743,42.9
25260,306.8,-0.151996899,43.2
25261,31.4,0.006269613,44.3
25262,98.5,0.044700179,40.7
25264,46.3,0.010869672,43.7
25265,421.2,-0.103317614,43.2
25266,23.4,0.049714379,43
25267,14.1,-0.018727139,45.6
25268,23.9,0.050643733,42.2
25270,21.6,-0.028536307,46.7
25271,90.1,-0.074539472,41.4
25275,35,0.009155287,42
25276,46.8,-0.049748125,42.6
25285,47.8,-0.002176279,40.9
25286,25.9,-0.017094433,44.7
25287,92.4,-0.3939736,39.9
25301,2520.4,-0.109169385,45.8
25302,1134.2,-0.100789781,42.6
25303,1893.7,-0.132324028,41.5
25304,943,-0.154189722,45.1
25305,0,NA,0
25306,158.5,-0.07782057,43.5
25309,266.4,-0.111392288,42.8
25311,479.4,-0.083124754,41.1
25312,136.8,-0.046939546,42.9
25313,598.8,-0.041605011,40.3
25314,796.4,-0.066311533,42.8
25315,307.7,-0.174677579,45.2
25317,0,NA,0
25320,81.5,-0.037271395,43.8
25321,0,NA,0
25322,0,NA,0
25323,0,NA,0
25324,0,NA,0
25325,0,NA,0
25326,0,NA,0
25327,0,NA,0
25328,0,NA,0
25329,0,NA,0
25330,0,NA,0
25331,0,NA,0
25332,0,NA,0
25333,0,NA,0
25334,0,NA,0
25335,0,NA,0
25336,0,NA,0
25337,0,NA,0
25338,0,NA,0
25339,0,NA,0
25350,0,NA,0
25356,261.7,-0.094310679,43.9
25357,293.5,-0.063851472,44.6
25358,2225.6,-0.127339422,33.5
25360,197.4,-0.046194357,43.8
25361,0,NA,0
25362,244.1,-0.080322389,44.4
25364,0,NA,0
25365,168.4,0.241361002,39.9
25375,2317.6,-0.18610228,34
25387,528.9,-0.126877062,38.4
25389,0,NA,0
25396,0,NA,0
25401,2839.3,-0.039442594,38
25402,9227.6,0.071057921,35.1
25403,300.4,-0.036361633,37.1
25404,500.7,-0.044609886,36
25405,510.2,-0.003982238,35.8
25411,90.4,-0.021173172,45.2
25413,342.8,-0.011447386,36.8
25414,333.4,-0.048056313,38.2
25419,478.7,-0.005608074,40.4
25420,142.2,0.018309612,38.2
25421,74.7,-0.020202707,39.5
25422,21.7,0.067729447,50.9
25423,342.8,0,38.4
25425,256.9,0.031810422,40.3
25427,115.6,0.012400269,40.1
25428,447.3,-0.038168837,35
25430,177.2,0.100235585,41.5
25431,38.5,0.062370331,41.3
25432,231.7,-0.072320662,46
25434,136.7,0.011123585,42.6
25437,31,0.074901308,45.5
25438,471,-0.050481781,36
25440,0,NA,0
25441,0,NA,0
25442,173.6,0.018993923,40.8
25443,249.9,-0.082736605,34.3
25444,22.9,0.080887659,44.3
25446,117.2,-0.021362628,39.9
25501,29.5,0.069506878,41.8
25502,33.1,-0.01713104,41.9
25503,46.2,-0.009049836,41.1
25504,222.7,-0.035680595,41.6
25505,57,0.025001302,42.3
25506,46.1,-0.007839941,42.3
25507,0,NA,0
25508,111.9,-0.024093016,42.1
25510,118.4,-0.0357937,41.3
25511,25.4,0.037631068,39.8
25512,33.7,0.008126456,42.3
25514,71.5,-0.031587511,41.5
25515,55.6,-0.031099796,43.2
25517,51.4,0.026688584,38.2
25520,56.3,-0.019544596,40.4
25521,50.4,0.011447386,38
25523,53.2,-0.034890585,43
25524,32.4,0.016870128,39.9
25526,314.5,-0.066532374,39.8
25529,46.7,0.006734032,40.4
25530,482.1,-0.10197088,41.7
25534,11.4,0.05942342,43
25535,133.4,-0.014152936,43.3
25537,73.3,-0.014309545,44.3
25540,36.6,0.050325084,39.7
25541,119.2,-0.051273059,42.3
25544,69.6,-0.033522692,39.2
25545,156.7,0.018150887,40.8
25547,142.4,0.000978953,45.8
25550,147.2,-0.124886613,43.5
25555,64.3,-0.004590674,39.8
25557,53.6,-0.021194324,40.7
25559,122.7,-0.023167059,40.8
25560,325.7,-0.034645209,41.6
25562,296.8,-0.084557388,42
25564,55,0.035860416,40.4
25565,39,-0.02710193,42.5
25567,67.9,-0.013004084,42.5
25569,535.8,-0.128381167,44.6
25570,92.3,-0.063855494,41.2
25571,127,-0.018576386,40.4
25573,54.3,-0.015957785,39.1
25601,136.5,-0.062672487,42.5
25606,0,NA,0
25607,55.6,-0.045941093,42.1
25608,44.4,-0.018519048,41.8
25611,54.4,-0.013216051,41.8
25612,53.5,-0.021053409,41.7
25614,160.6,-0.016185324,40.4
25617,50.6,-0.010493276,42.2
25621,46.5,0.039502443,43.8
25624,82,-0.065463041,44.5
25625,152.5,0.088376565,40.4
25628,132.4,-0.063766618,39.5
25630,0,NA,0
25632,125.3,-0.052268429,40.4
25634,0,NA,0
25635,74.8,-0.022989518,41
25637,435.9,-0.109723607,41.2
25638,29.4,0.064720191,42.9
25639,49.5,-0.045863417,45.8
25644,47.3,-0.029675768,42.4
25646,24.5,-0.048981387,45.8
25647,153.4,-0.135545492,42.2
25649,0,NA,0
25650,79.2,0.070826053,43.3
25651,53.5,-0.006514681,42.7
25652,64.1,-0.011904903,42.2
25653,0,NA,0
25654,20.5,-0.080042708,46.3
25661,204,-0.142563065,45
25665,0,NA,0
25666,19.6,-0.033901552,36.3
25667,132.8,-0.120702746,42.9
25669,37.6,-0.002209946,39.8
25670,67.1,-0.028467921,39.5
25671,41.2,0,35.5
25672,50.7,-0.020619287,42.1
25674,47.6,0,38.8
25676,39.6,-0.032877239,37.3
25678,58.1,-0.01940971,41.4
25685,65.3,-0.059835792,37.2
25686,0,NA,0
25688,193.8,-0.187462956,40
25690,93.5,0.015855372,38.7
25691,82.4,-0.066375069,44.7
25692,70,-0.150118416,39.8
25696,64.1,-0.133531393,38.9
25699,8.7,0.073025135,43.5
25701,607.9,-0.024221305,38.8
25702,712.7,-0.070667243,39.3
25703,4446.3,-0.091885817,23.4
25704,562.3,-0.083702624,41.3
25705,1698.3,-0.07841126,39.6
25706,0,NA,0
25707,0,NA,0
25708,0,NA,0
25709,0,NA,0
25710,0,NA,0
25711,0,NA,0
25712,0,NA,0
25713,0,NA,0
25714,0,NA,0
25715,0,NA,0
25716,0,NA,0
25717,0,NA,0
25718,0,NA,0
25719,0,NA,0
25720,0,NA,0
25721,0,NA,0
25722,0,NA,0
25723,0,NA,0
25724,0,NA,0
25725,0,NA,0
25726,0,NA,0
25727,0,NA,0
25728,0,NA,0
25729,0,NA,0
25755,0,NA,0
25770,0,NA,0
25771,0,NA,0
25772,0,NA,0
25773,0,NA,0
25774,0,NA,0
25775,0,NA,0
25776,0,NA,0
25777,0,NA,0
25778,0,NA,0
25779,0,NA,0
25801,379.6,-0.103605989,42.8
25802,0,NA,0
25810,25.9,-0.009569451,42.6
25811,49.4,-0.112117298,42.2
25812,46.6,-0.012578782,45.1
25813,158.8,0.558584683,38.3
25817,113.1,0.029705154,40.8
25818,188.9,-0.174685282,39.2
25820,23.2,-0.017391743,42.4
25823,56,-0.004459316,43.5
25825,107.1,-0.021739987,43.9
25826,0,NA,0
25827,492.3,-0.039061109,41.2
25831,18.5,-0.016000341,42.4
25832,327.1,-0.021572485,41.7
25836,74.5,-0.021599112,45.3
25837,23.6,-0.062370331,43.8
25839,111.9,0.031664915,40.5
25840,118.7,-0.006520474,43
25841,28.3,-0.040637646,43.7
25843,110.3,-0.012396853,44.9
25844,89.6,0.023183335,40.8
25845,27.6,0.011834458,41.4
25846,0,NA,0
25848,26.7,0.025975486,41.8
25849,106.7,-0.035339366,40.1
25851,0,NA,0
