lookup_key,state,class_code,final_rate,final_rate_uslh,clerical_ind
ID7704,ID,7704,0.034711,0.04095898,0
ID7705,ID,7705,0.0871,0.102778,0
ID7710,ID,7710,0.0487,0.057466,0
ID7711,ID,7711,0.0487,0.057466,0
ID7719,ID,7719,0.0337,0.039766,0
ID7720,ID,7720,0.0402,0.047436,0
ID7726,ID,7726,0.04,0.0472,0
ID7855,ID,7855,0.052,0.06136,0
ID8001,ID,8001,0.0415,0.04897,0
ID8002,ID,8002,0.0336,0.039648,0
ID8006,ID,8006,0.0306,0.036108,0
ID8008,ID,8008,0.0212,0.025016,0
ID8010,ID,8010,0.0284,0.033512,0
ID8013,ID,8013,0.0055,0.00649,0
ID8015,ID,8015,0.0117,0.013806,0
ID8017,ID,8017,0.0221,0.026078,0
ID8018,ID,8018,0.0365,0.04307,0
ID8021,ID,8021,0.0651,0.076818,0
ID8031,ID,8031,0.0442,0.052156,0
ID8032,ID,8032,0.0356,0.042008,0
ID8033,ID,8033,0.0335,0.03953,0
ID8037,ID,8037,0.0279,0.032922,0
ID8039,ID,8039,0.0267,0.031506,0
ID8044,ID,8044,0.0336,0.039648,0
ID8046,ID,8046,0.0421,0.049678,0
ID8047,ID,8047,0.0142,0.016756,0
ID8058,ID,8058,0.0397,0.046846,0
ID8072,ID,8072,0.0138,0.016284,0
ID8102,ID,8102,0.0299,0.035282,0
ID8103,ID,8103,0.0435,0.05133,0
ID8105,ID,8105,0.0371,0.043778,0
ID8106,ID,8106,0.064,0.07552,0
ID8107,ID,8107,0.045,0.0531,0
ID8111,ID,8111,0.0342,0.040356,0
ID8116,ID,8116,0.0342,0.040356,0
ID8203,ID,8203,0.1074,0.126732,0
ID8204,ID,8204,0.0492,0.058056,0
ID8209,ID,8209,0.0693,0.081774,0
ID8215,ID,8215,0.0426,0.050268,0
ID8227,ID,8227,0.0399,0.047082,0
ID8232,ID,8232,0.0626,0.073868,0
ID8233,ID,8233,0.0396,0.046728,0
ID8235,ID,8235,0.0837,0.098766,0
ID8263,ID,8263,0.101,0.11918,0
ID8264,ID,8264,0.0656,0.077408,0
ID8265,ID,8265,0.0808,0.095344,0
ID8277,ID,8277,0.3679,0.434122,0
ID8279,ID,8279,0.098,0.11564,0
ID8288,ID,8288,0.0964,0.113752,0
ID8291,ID,8291,0.0575,0.06785,0
ID8292,ID,8292,0.0574,0.067732,0
ID8293,ID,8293,0.1627,0.191986,0
ID8304,ID,8304,0.061,0.07198,0
ID8350,ID,8350,0.0651,0.076818,0
ID8380,ID,8380,0.0372,0.043896,0
ID8381,ID,8381,0.0368,0.043424,0
ID8385,ID,8385,0.064,0.07552,0
ID8392,ID,8392,0.0324,0.038232,0
ID8393,ID,8393,0.0241,0.028438,0
ID8500,ID,8500,0.0825,0.09735,0
ID8601,ID,8601,0.005,0.0059,0
ID8602,ID,8602,0.012,0.01416,0
ID8603,ID,8603,0.0015,0.00177,0
ID8606,ID,8606,0.0778,0.091804,0
ID8709,ID,8709,0.0696,0.082128,0
ID8719,ID,8719,0.045,0.0531,0
ID8720,ID,8720,0.0151,0.017818,0
ID8721,ID,8721,0.0046,0.005428,0
ID8723,ID,8723,0.003,0.00354,0
ID8725,ID,8725,0.0332,0.039176,0
ID8726,ID,8726,0.0414,0.048852,0
ID8734,ID,8734,0.007,0.00826,0
ID8737,ID,8737,0.0063,0.007434,0
ID8738,ID,8738,0.008,0.00944,0
ID8742,ID,8742,0.0052,0.006136,0
ID8745,ID,8745,0.0607,0.071626,0
ID8748,ID,8748,0.0101,0.011918,0
ID8755,ID,8755,0.0098,0.011564,0
ID8799,ID,8799,0.0091,0.010738,0
ID8800,ID,8800,0.0235,0.02773,0
ID8803,ID,8803,0.0011,0.001298,0
ID8805,ID,8805,0.0041,0.004838,0
ID8810,ID,8810,0.003,0.00354,1
ID8811,ID,8811,0.0025,0.00295,0
ID8814,ID,8814,0.0036,0.004248,0
ID8815,ID,8815,0.0046,0.005428,0
ID8818,ID,8818,0.0476,0.056168,0
ID8820,ID,8820,0.0024,0.002832,0
ID8824,ID,8824,0.0747,0.088146,0
ID8825,ID,8825,0.035,0.0413,0
ID8826,ID,8826,0.04,0.0472,0
ID8829,ID,8829,0.0439,0.051802,0
ID8831,ID,8831,0.0202,0.023836,0
ID8832,ID,8832,0.0047,0.005546,0
ID8833,ID,8833,0.0184,0.021712,0
ID8835,ID,8835,0.048,0.05664,0
ID8842,ID,8842,0.0412,0.048616,0
ID8855,ID,8855,0.0033,0.003894,0
ID8856,ID,8856,0.0037,0.004366,0
ID8861,ID,8861,0.03193,0.0376774,0
ID8864,ID,8864,0.0312,0.036816,0
ID8868,ID,8868,0.0068,0.008024,0
ID8869,ID,8869,0.0186,0.021948,0
ID8871,ID,8871,0.0017,0.002006,0
ID8901,ID,8901,0.0039,0.004602,0
ID9012,ID,9012,0.0151,0.017818,0
ID9014,ID,9014,0.0507,0.059826,0
ID9015,ID,9015,0.051,0.06018,0
ID9016,ID,9016,0.0526,0.062068,0
ID9019,ID,9019,0.0242,0.028556,0
ID9033,ID,9033,0.0318,0.037524,0
ID9040,ID,9040,0.0598,0.070564,0
ID9052,ID,9052,0.0411,0.048498,0
ID9058,ID,9058,0.0251,0.029618,0
ID9060,ID,9060,0.0232,0.027376,0
ID9061,ID,9061,0.023,0.02714,0
ID9063,ID,9063,0.0161,0.018998,0
ID9064,ID,9064,0.0107,0.012626,0
ID9077,ID,9077,0.0375,0.04425,0
ID9078,ID,9078,0.0498,0.058764,0
ID9082,ID,9082,0.023,0.02714,0
ID9083,ID,9083,0.0218,0.025724,0
ID9084,ID,9084,0.0273,0.032214,0
ID9089,ID,9089,0.0185,0.02183,0
ID9093,ID,9093,0.0284,0.033512,0
ID9101,ID,9101,0.0599,0.070682,0
ID9102,ID,9102,0.0473,0.055814,0
ID9108,ID,9108,1,1.18,0
ID9110,ID,9110,0.03193,0.0376774,0
ID9154,ID,9154,0.0228,0.026904,0
ID9156,ID,9156,0.0353,0.041654,0
ID9170,ID,9170,0.1304,0.153872,0
ID9178,ID,9178,0.0674,0.079532,0
ID9179,ID,9179,0.0956,0.112808,0
ID9180,ID,9180,0.0945,0.11151,0
ID9182,ID,9182,0.0318,0.037524,0
ID9186,ID,9186,0.1721,0.203078,0
ID9220,ID,9220,0.0814,0.096052,0
ID9402,ID,9402,0.0743,0.087674,0
ID9403,ID,9403,0.0692,0.081656,0
ID9410,ID,9410,0.016,0.01888,0
ID9501,ID,9501,0.048,0.05664,0
ID9505,ID,9505,0.0382,0.045076,0
ID9516,ID,9516,0.0729,0.086022,0
ID9519,ID,9519,0.0508,0.059944,0
ID9521,ID,9521,0.0568,0.067024,0
ID9522,ID,9522,0.0296,0.034928,0
ID9534,ID,9534,0.0539,0.063602,0
ID9554,ID,9554,0.1466,0.172988,0
ID9586,ID,9586,0.0157,0.018526,0
ID9600,ID,9600,0.0493,0.058174,0
ID9620,ID,9620,0.014,0.01652,0
IL0005,IL,5,0.0647608,0.083541432,0
IL0008,IL,8,0.0444512,0.057342048,0
IL0016,IL,16,0.0867948,0.111965292,0
IL0034,IL,34,0.070892,0.09145068,0
IL0035,IL,35,0.0496244,0.064015476,0
IL0036,IL,36,0.0793224,0.102325896,0
IL0037,IL,37,0.0534564,0.068958756,0
IL0042,IL,42,0.1680332,0.216762828,0
IL0050,IL,50,0.1712904,0.220964616,0
IL0059,IL,59,0.0051732,0.006673428,0
IL0065,IL,65,0.0007664,0.000988656,0
IL0066,IL,66,0.0007664,0.000988656,0
IL0067,IL,67,0.0007664,0.000988656,0
IL0079,IL,79,0.0662936,0.085518744,0
IL0083,IL,83,0.1036556,0.133715724,0
IL0106,IL,106,0.2532952,0.326750808,0
IL0113,IL,113,0.0841124,0.108504996,0
IL0156,IL,156,0.0107296,0.013841184,0
IL0158,IL,158,0.0321888,0.041523552,0
IL0170,IL,170,0.0626532,0.080822628,0
IL0251,IL,251,0.0927344,0.119627376,0
IL0400,IL,400,0.161902,0.20885358,0
IL0401,IL,401,0.1699492,0.219234468,0
IL0771,IL,771,0.0139868,0.018042972,0
IL0908,IL,908,2.50996,3.2378484,0
IL0909,IL,909,2.06928,2.6693712,0
IL0912,IL,912,10.00152,12.9019608,0
IL0913,IL,913,6.97424,8.9967696,0
IL0917,IL,917,0.08143,0.1050447,0
IL0918,IL,918,0.0199264,0.025705056,0
IL0930,IL,930,0.000958,0.00123582,0
IL1005,IL,1005,0.0961832,0.124076328,0
IL1016,IL,1016,0.3004288,0.387553152,0
IL1164,IL,1164,0.1003984,0.129513936,0
IL1165,IL,1165,0.1636264,0.211078056,0
IL1320,IL,1320,0.1751224,0.225907896,0
IL1322,IL,1322,0.2450564,0.316122756,0
IL1430,IL,1430,0.1049968,0.135445872,0
IL1438,IL,1438,0.1452328,0.187350312,0
IL1452,IL,1452,0.0760652,0.098124108,0
IL1463,IL,1463,0.2824184,0.364319736,0
IL1472,IL,1472,0.0954168,0.123087672,0
IL1624,IL,1624,0.073766,0.09515814,0
IL1642,IL,1642,0.0628448,0.081069792,0
IL1654,IL,1654,0.3100088,0.399911352,0
IL1655,IL,1655,0.0802804,0.103561716,0
IL1699,IL,1699,0.0630364,0.081316956,0
IL1701,IL,1701,0.07185,0.0926865,0
IL1710,IL,1710,0.0889024,0.114684096,0
IL1741,IL,1741,0.0643776,0.083047104,0
IL1747,IL,1747,0.075682,0.09762978,0
IL1748,IL,1748,0.096758,0.12481782,0
IL1803,IL,1803,0.1687996,0.217751484,0
IL1852,IL,1852,0.068976,0.08897904,0
IL1853,IL,1853,0.0456008,0.058825032,0
IL1860,IL,1860,0.0444512,0.057342048,0
IL1924,IL,1924,0.0490496,0.063273984,0
IL1925,IL,1925,0.0793224,0.102325896,0
IL2001,IL,2001,0.098674,0.12728946,0
IL2002,IL,2002,0.0540312,0.069700248,0
IL2003,IL,2003,0.0963748,0.124323492,0
IL2014,IL,2014,0.1036556,0.133715724,0
IL2016,IL,2016,0.0484748,0.062532492,0
IL2021,IL,2021,0.0557556,0.071924724,0
IL2039,IL,2039,0.059396,0.07662084,0
IL2041,IL,2041,0.0829628,0.107022012,0
IL2065,IL,2065,0.0645692,0.083294268,0
IL2070,IL,2070,0.1310544,0.169060176,0
IL2081,IL,2081,0.1287552,0.166094208,0
IL2089,IL,2089,0.0500076,0.064509804,0
IL2095,IL,2095,0.0873696,0.112706784,0
IL2105,IL,2105,0.07664,0.0988656,0
IL2110,IL,2110,0.0553724,0.071430396,0
IL2111,IL,2111,0.0532648,0.068711592,0
IL2112,IL,2112,0.0729996,0.094169484,0
IL2114,IL,2114,0.0467504,0.060308016,0
IL2121,IL,2121,0.0630364,0.081316956,0
IL2130,IL,2130,0.0500076,0.064509804,0
IL2131,IL,2131,0.0490496,0.063273984,0
IL2143,IL,2143,0.0645692,0.083294268,0
IL2150,IL,2150,0.1582616,0.204157464,0
IL2156,IL,2156,0.14849,0.1915521,0
IL2157,IL,2157,0.1645844,0.212313876,0
IL2172,IL,2172,0.0616952,0.079586808,0
IL2174,IL,2174,0.0705088,0.090956352,0
IL2211,IL,2211,0.44068,0.5684772,0
IL2220,IL,2220,0.054606,0.07044174,0
IL2286,IL,2286,0.0417688,0.053881752,0
IL2288,IL,2288,0.0787476,0.101584404,0
IL2300,IL,2300,0.0521152,0.067228608,0
IL2302,IL,2302,0.0396612,0.051162948,0
IL2305,IL,2305,0.0666768,0.086013072,0
IL2361,IL,2361,0.0480916,0.062038164,0
IL2362,IL,2362,0.041194,0.05314026,0
IL2380,IL,2380,0.1026976,0.132479904,0
IL2386,IL,2386,0.0360208,0.046466832,0
IL2388,IL,2388,0.0398528,0.051410112,0
IL2402,IL,2402,0.0505824,0.065251296,0
IL2413,IL,2413,0.0695508,0.089720532,0
IL2416,IL,2416,0.0490496,0.063273984,0
IL2417,IL,2417,0.0346796,0.044736684,0
IL2501,IL,2501,0.0486664,0.062779656,0
IL2503,IL,2503,0.0231836,0.029906844,0
IL2534,IL,2534,0.0446428,0.057589212,0
IL2570,IL,2570,0.0892856,0.115178424,0
IL2576,IL,2576,0.0904352,0.116661408,0
IL2578,IL,2578,0.092926,0.11987454,0
IL2585,IL,2585,0.0973328,0.125559312,0
IL2586,IL,2586,0.0544144,0.070194576,0
IL2587,IL,2587,0.0484748,0.062532492,0
IL2589,IL,2589,0.0381284,0.049185636,0
IL2600,IL,2600,0.0494328,0.063768312,0
IL2623,IL,2623,0.1827864,0.235794456,0
IL2651,IL,2651,0.0444512,0.057342048,0
IL2660,IL,2660,0.1000152,0.129019608,0
IL2670,IL,2670,0.0379368,0.048938472,0
IL2683,IL,2683,0.0379368,0.048938472,0
IL2688,IL,2688,0.0726164,0.093675156,0
IL2701,IL,2701,0.2362428,0.304753212,0
IL2702,IL,2702,0.609288,0.78598152,0
IL2709,IL,2709,0.289316,0.37321764,0
IL2710,IL,2710,0.3523524,0.454534596,0
IL2714,IL,2714,0.0925428,0.119380212,0
IL2731,IL,2731,0.0791308,0.102078732,0
IL2735,IL,2735,0.101548,0.13099692,0
IL2759,IL,2759,0.1345032,0.173509128,0
IL2790,IL,2790,0.0331468,0.042759372,0
IL2797,IL,2797,0.0921596,0.118885884,0
IL2799,IL,2799,0.0827712,0.106774848,0
IL2802,IL,2802,0.1051884,0.135693036,0
IL2812,IL,2812,0.0887108,0.114436932,0
IL2835,IL,2835,0.0749156,0.096641124,0
IL2836,IL,2836,0.0480916,0.062038164,0
IL2841,IL,2841,0.080472,0.10380888,0
IL2881,IL,2881,0.0452176,0.058330704,0
IL2883,IL,2883,0.0726164,0.093675156,0
IL2913,IL,2913,0.080472,0.10380888,0
IL2915,IL,2915,0.0628448,0.081069792,0
IL2916,IL,2916,0.101548,0.13099692,0
IL2923,IL,2923,0.0417688,0.053881752,0
IL2942,IL,2942,0.0534564,0.068958756,0
IL2960,IL,2960,0.0887108,0.114436932,0
IL3004,IL,3004,0.0867948,0.111965292,0
IL3018,IL,3018,0.0825796,0.106527684,0
IL3022,IL,3022,0.0839208,0.108257832,0
IL3027,IL,3027,0.079514,0.10257306,0
IL3028,IL,3028,0.0710836,0.091697844,0
IL3030,IL,3030,0.140826,0.18166554,0
IL3040,IL,3040,0.1498312,0.193282248,0
IL3041,IL,3041,0.099632,0.12852528,0
IL3042,IL,3042,0.1032724,0.133221396,0
IL3064,IL,3064,0.1193668,0.153983172,0
IL3066,IL,3066,0.0959916,0.123829164,0
IL3069,IL,3069,0.0764484,0.098618436,0
IL3076,IL,3076,0.0797056,0.102820224,0
IL3081,IL,3081,0.1306712,0.168565848,0
IL3082,IL,3082,0.106338,0.13717602,0
IL3085,IL,3085,0.0885192,0.114189768,0
IL3110,IL,3110,0.1164928,0.150275712,0
IL3111,IL,3111,0.0618868,0.079833972,0
IL3113,IL,3113,0.0396612,0.051162948,0
IL3114,IL,3114,0.068976,0.08897904,0
IL3118,IL,3118,0.0398528,0.051410112,0
IL3119,IL,3119,0.0185852,0.023974908,0
IL3122,IL,3122,0.0969496,0.125064984,0
IL3126,IL,3126,0.0590128,0.076126512,0
IL3131,IL,3131,0.0477084,0.061543836,0
IL3132,IL,3132,0.0618868,0.079833972,0
IL3145,IL,3145,0.042152,0.05437608,0
IL3146,IL,3146,0.0528816,0.068217264,0
IL3169,IL,3169,0.0636112,0.082058448,0
IL3175,IL,3175,0.1071044,0.138164676,0
IL3179,IL,3179,0.0461756,0.059566524,0
IL3180,IL,3180,0.0561388,0.072419052,0
IL3188,IL,3188,0.0417688,0.053881752,0
IL3220,IL,3220,0.0505824,0.065251296,0
IL3223,IL,3223,0.068018,0.08774322,0
IL3224,IL,3224,0.066102,0.08527158,0
IL3227,IL,3227,0.0586296,0.075632184,0
IL3240,IL,3240,0.0626532,0.080822628,0
IL3241,IL,3241,0.1011648,0.130502592,0
IL3255,IL,3255,0.0448344,0.057836376,0
IL3257,IL,3257,0.044068,0.05684772,0
IL3270,IL,3270,0.0751072,0.096888288,0
IL3300,IL,3300,0.0998236,0.128772444,0
IL3303,IL,3303,0.0808552,0.104303208,0
IL3307,IL,3307,0.07185,0.0926865,0
IL3315,IL,3315,0.0969496,0.125064984,0
IL3334,IL,3334,0.0722332,0.093180828,0
IL3336,IL,3336,0.0664852,0.085765908,0
IL3365,IL,3365,0.1496396,0.193035084,0
IL3372,IL,3372,0.06706,0.0865074,0
IL3373,IL,3373,0.1136188,0.146568252,0
IL3383,IL,3383,0.0321888,0.041523552,0
IL3385,IL,3385,0.0262492,0.033861468,0
IL3400,IL,3400,0.0764484,0.098618436,0
IL3507,IL,3507,0.0760652,0.098124108,0
IL3515,IL,3515,0.0781728,0.100842912,0
IL3548,IL,3548,0.0360208,0.046466832,0
IL3559,IL,3559,0.0505824,0.065251296,0
IL3561,IL,3561,0.0417688,0.053881752,0
IL3565,IL,3565,0.0367872,0.047455488,0
IL3571,IL,3571,0.0348712,0.044983848,0
IL3574,IL,3574,0.031614,0.04078206,0
IL3581,IL,3581,0.0260576,0.033614304,0
IL3612,IL,3612,0.0580548,0.074890692,0
IL3620,IL,3620,0.1040388,0.134210052,0
IL3629,IL,3629,0.0448344,0.057836376,0
IL3632,IL,3632,0.0724248,0.093427992,0
IL3634,IL,3634,0.0367872,0.047455488,0
IL3635,IL,3635,0.0638028,0.082305612,0
IL3638,IL,3638,0.0331468,0.042759372,0
IL3639,IL,3639,0.0597792,0.077115168,0
IL3642,IL,3642,0.031614,0.04078206,0
IL3643,IL,3643,0.0534564,0.068958756,0
IL3647,IL,3647,0.0645692,0.083294268,0
IL3648,IL,3648,0.056522,0.07291338,0
IL3681,IL,3681,0.022034,0.02842386,0
IL3685,IL,3685,0.0224172,0.028918188,0
IL3719,IL,3719,0.0691676,0.089226204,0
IL3724,IL,3724,0.1084456,0.139894824,0
IL3726,IL,3726,0.1383352,0.178452408,0
IL3803,IL,3803,0.0831544,0.107269176,0
IL3807,IL,3807,0.0638028,0.082305612,0
IL3808,IL,3808,0.1003984,0.129513936,0
IL3821,IL,3821,0.1155348,0.149039892,0
IL3822,IL,3822,0.13412,0.1730148,0
IL3824,IL,3824,0.150406,0.19402374,0
IL3826,IL,3826,0.0216508,0.027929532,0
IL3827,IL,3827,0.0410024,0.052893096,0
IL3830,IL,3830,0.0279736,0.036085944,0
IL3851,IL,3851,0.0800888,0.103314552,0
IL3865,IL,3865,0.037362,0.04819698,0
IL3881,IL,3881,0.1530884,0.197484036,0
IL4000,IL,4000,0.0969496,0.125064984,0
IL4021,IL,4021,0.1429336,0.184384344,0
IL4024,IL,4024,0.0889024,0.114684096,0
IL4034,IL,4034,0.1490648,0.192293592,0
IL4036,IL,4036,0.0657188,0.084777252,0
IL4038,IL,4038,0.0588212,0.075879348,0
IL4053,IL,4053,0.0733828,0.094663812,0
IL4061,IL,4061,0.109212,0.14088348,0
IL4062,IL,4062,0.0371704,0.047949816,0
IL4101,IL,4101,0.0592044,0.076373676,0
IL4109,IL,4109,0.020118,0.02595222,0
IL4110,IL,4110,0.0197348,0.025457892,0
IL4111,IL,4111,0.0406192,0.052398768,0
IL4112,IL,4112,0.0390864,0.050421456,0
IL4113,IL,4113,0.0310392,0.040040568,0
IL4114,IL,4114,0.0716584,0.092439336,0
IL4130,IL,4130,0.0729996,0.094169484,0
IL4131,IL,4131,0.0770232,0.099359928,0
IL4133,IL,4133,0.0406192,0.052398768,0
IL4149,IL,4149,0.0136036,0.017548644,0
IL4150,IL,4150,0.0281652,0.036333108,0
IL4206,IL,4206,0.0787476,0.101584404,0
IL4207,IL,4207,0.0350628,0.045231012,0
IL4239,IL,4239,0.0835376,0.107763504,0
IL4240,IL,4240,0.0588212,0.075879348,0
IL4243,IL,4243,0.0496244,0.064015476,0
IL4244,IL,4244,0.068018,0.08774322,0
IL4250,IL,4250,0.0653356,0.084282924,0
IL4251,IL,4251,0.0628448,0.081069792,0
IL4263,IL,4263,0.049816,0.06426264,0
IL4273,IL,4273,0.0626532,0.080822628,0
IL4279,IL,4279,0.0741492,0.095652468,0
IL4282,IL,4282,0.0457924,0.059072196,0
IL4283,IL,4283,0.0477084,0.061543836,0
IL4299,IL,4299,0.0480916,0.062038164,0
IL4301,IL,4301,0.0726164,0.093675156,0
IL4304,IL,4304,0.07185,0.0926865,0
IL4307,IL,4307,0.045984,0.05931936,0
IL4308,IL,4308,0.0408108,0.052645932,0
IL4351,IL,4351,0.0178188,0.022986252,0
IL4352,IL,4352,0.0300812,0.038804748,0
IL4360,IL,4360,0.0247164,0.031884156,0
IL4361,IL,4361,0.0193516,0.024963564,0
IL4362,IL,4362,0.0285484,0.036827436,0
IL4410,IL,4410,0.077598,0.10010142,0
IL4420,IL,4420,0.0956084,0.123334836,0
IL4431,IL,4431,0.03832,0.0494328,0
IL4432,IL,4432,0.0298896,0.038557584,0
IL4439,IL,4439,0.0484748,0.062532492,0
IL4452,IL,4452,0.0578632,0.074643528,0
IL4459,IL,4459,0.0638028,0.082305612,0
IL4470,IL,4470,0.0733828,0.094663812,0
IL4484,IL,4484,0.0532648,0.068711592,0
IL4493,IL,4493,0.042152,0.05437608,0
IL4511,IL,4511,0.011496,0.01482984,0
IL4557,IL,4557,0.039278,0.05066862,0
IL4558,IL,4558,0.03832,0.0494328,0
IL4561,IL,4561,0.0534564,0.068958756,0
IL4568,IL,4568,0.0471336,0.060802344,0
IL4581,IL,4581,0.0235668,0.030401172,0
IL4583,IL,4583,0.0946504,0.122099016,0
IL4611,IL,4611,0.0310392,0.040040568,0
IL4635,IL,4635,0.0676348,0.087248892,0
IL4653,IL,4653,0.08143,0.1050447,0
IL4665,IL,4665,0.1709072,0.220470288,0
IL4670,IL,4670,0.1668836,0.215279844,0
IL4683,IL,4683,0.0787476,0.101584404,0
IL4686,IL,4686,0.068976,0.08897904,0
IL4692,IL,4692,0.011496,0.01482984,0
IL4693,IL,4693,0.0285484,0.036827436,0
IL4703,IL,4703,0.0350628,0.045231012,0
IL4716,IL,4716,0.0626532,0.080822628,0
IL4717,IL,4717,0.0456008,0.058825032,0
IL4720,IL,4720,0.0569052,0.073407708,0
IL4730,IL,4730,0.0250996,0.032378484,0
IL4740,IL,4740,0.0132204,0.017054316,0
IL4741,IL,4741,0.0561388,0.072419052,0
IL4750,IL,4750,0.005748,0.00741492,0
IL4751,IL,4751,0.0501992,0.064756968,0
IL4771,IL,4771,0.0798972,0.103067388,0
IL4777,IL,4777,0.077598,0.10010142,0
IL4825,IL,4825,0.0252912,0.032625648,0
IL4828,IL,4828,0.0377452,0.048691308,0
IL4829,IL,4829,0.0331468,0.042759372,0
IL4902,IL,4902,0.0722332,0.093180828,0
IL4923,IL,4923,0.0247164,0.031884156,0
IL4940,IL,4940,0.0331468,0.042759372,0
IL5020,IL,5020,0.180104,0.23233416,0
IL5022,IL,5022,0.2448648,0.315875592,0
IL5037,IL,5037,0.4514096,0.582318384,0
IL5040,IL,5040,0.5272832,0.680195328,0
IL5057,IL,5057,0.1049968,0.135445872,0
IL5059,IL,5059,0.4615644,0.595418076,0
IL5069,IL,5069,0.8945804,1.154008716,0
IL5102,IL,5102,0.2287704,0.295113816,0
IL5146,IL,5146,0.122624,0.15818496,0
IL5160,IL,5160,0.097716,0.12605364,0
IL5183,IL,5183,0.0860284,0.110976636,0
IL5188,IL,5188,0.1396764,0.180182556,0
IL5190,IL,5190,0.0720416,0.092933664,0
IL5191,IL,5191,0.0159028,0.020514612,0
IL5192,IL,5192,0.0662936,0.085518744,0
IL5213,IL,5213,0.2573188,0.331941252,0
IL5215,IL,5215,0.1402512,0.180924048,0
IL5221,IL,5221,0.135078,0.17425062,0
IL5222,IL,5222,0.2479304,0.319830216,0
IL5223,IL,5223,0.2029044,0.261746676,0
IL5348,IL,5348,0.1770384,0.228379536,0
IL5402,IL,5402,0.099632,0.12852528,0
IL5403,IL,5403,0.190642,0.24592818,0
IL5437,IL,5437,0.1726316,0.222694764,0
IL5443,IL,5443,0.0906268,0.116908572,0
IL5445,IL,5445,0.127414,0.16436406,0
IL5462,IL,5462,0.2036708,0.262735332,0
IL5472,IL,5472,0.1601776,0.206629104,0
IL5473,IL,5473,0.318056,0.41029224,0
IL5474,IL,5474,0.1362276,0.175733604,0
IL5478,IL,5478,0.1333536,0.172026144,0
IL5479,IL,5479,0.1611356,0.207864924,0
IL5480,IL,5480,0.2207232,0.284732928,0
IL5491,IL,5491,0.0457924,0.059072196,0
IL5506,IL,5506,0.1287552,0.166094208,0
IL5507,IL,5507,0.0854536,0.110235144,0
IL5508,IL,5508,0.3353,0.432537,0
IL5535,IL,5535,0.1444664,0.186361656,0
IL5536,IL,5536,0.1310544,0.169060176,0
IL5537,IL,5537,0.1164928,0.150275712,0
IL5538,IL,5538,0.1870016,0.241232064,0
IL5539,IL,5539,0.3251452,0.419437308,0
IL5551,IL,5551,0.3349168,0.432042672,0
IL5606,IL,5606,0.0341048,0.043995192,0
IL5610,IL,5610,0.0990572,0.127783788,0
IL5645,IL,5645,0.280694,0.36209526,0
IL5651,IL,5651,0.2841428,0.366544212,0
IL5703,IL,5703,0.3962288,0.511135152,0
IL5705,IL,5705,0.2255132,0.290912028,0
IL5951,IL,5951,0.0111128,0.014335512,0
IL6003,IL,6003,0.2278124,0.293877996,0
IL6005,IL,6005,0.136036,0.17548644,0
IL6017,IL,6017,0.1787628,0.230604012,0
IL6018,IL,6018,0.0954168,0.123087672,0
IL6045,IL,6045,0.0559472,0.072171888,0
IL6204,IL,6204,0.3705544,0.478015176,0
IL6206,IL,6206,0.1726316,0.222694764,0
IL6213,IL,6213,0.0553724,0.071430396,0
IL6214,IL,6214,0.0768316,0.099112764,0
IL6216,IL,6216,0.1747392,0.225413568,0
IL6217,IL,6217,0.1095952,0.141377808,0
IL6229,IL,6229,0.0860284,0.110976636,0
IL6233,IL,6233,0.1153432,0.148792728,0
IL6235,IL,6235,0.4563912,0.588744648,0
IL6236,IL,6236,0.2582768,0.333177072,0
IL6237,IL,6237,0.07185,0.0926865,0
IL6251,IL,6251,0.1007816,0.130008264,0
IL6252,IL,6252,0.1557708,0.200944332,0
IL6260,IL,6260,0.1605608,0.207123432,0
IL6306,IL,6306,0.1726316,0.222694764,0
IL6319,IL,6319,0.0896688,0.115672752,0
IL6325,IL,6325,0.103464,0.13346856,0
IL6400,IL,6400,0.2138256,0.275835024,0
IL6503,IL,6503,0.0475168,0.061296672,0
IL6504,IL,6504,0.066102,0.08527158,0
IL6702,IL,6702,0.1444664,0.186361656,0
IL6703,IL,6703,0.1990724,0.256803396,0
IL6704,IL,6704,0.1605608,0.207123432,0
IL6801,IL,6801,0.1011648,0.130502592,0
IL6811,IL,6811,0.1473404,0.190069116,0
IL6824,IL,6824,0.2092272,0.269903088,0
IL6826,IL,6826,0.0818132,0.105539028,0
IL6834,IL,6834,0.1184088,0.152747352,0
IL6836,IL,6836,0.0990572,0.127783788,0
IL6843,IL,6843,0.1937076,0.249882804,0
IL6845,IL,6845,0.1620936,0.209100744,0
IL6854,IL,6854,0.085262,0.10998798,0
IL6872,IL,6872,0.1703324,0.219728796,0
IL6874,IL,6874,0.288358,0.37198182,0
IL6882,IL,6882,0.08622,0.1112238,0
IL6884,IL,6884,0.1691828,0.218245812,0
IL7016,IL,7016,0.0456008,0.058825032,0
IL7024,IL,7024,0.050774,0.06549846,0
IL7038,IL,7038,0.0877528,0.113201112,0
IL7046,IL,7046,0.475168,0.61296672,0
IL7047,IL,7047,0.0630364,0.081316956,0
IL7050,IL,7050,0.1208996,0.155960484,0
IL7090,IL,7090,0.0975244,0.125806476,0
IL7098,IL,7098,0.527858,0.68093682,0
IL7099,IL,7099,0.6546972,0.844559388,0
IL7133,IL,7133,0.0749156,0.096641124,0
IL7151,IL,7151,0.09101,0.1174029,0
IL7152,IL,7152,0.125498,0.16189242,0
